Date;Value
2012-04-01;314
2012-04-02;315
2012-04-03;309
2012-04-04;308
2012-04-05;304
2012-04-06;296
2012-04-07;291
2012-04-08;287
2012-04-09;282
2012-04-10;294
2012-04-11;329
2012-04-12;333
2012-04-13;334
2012-04-14;334
2012-04-15;331
2012-04-16;325
2012-04-17;316
2012-04-18;316
2012-04-19;314
2012-04-20;316
2012-04-21;317
2012-04-22;318
2012-04-23;321
2012-04-24;324
2012-04-25;323
2012-04-26;280
2012-04-27;251
2012-04-28;248
2012-04-29;268
2012-04-30;401
2012-05-01;452
2012-05-02;490
2012-05-03;486
2012-05-04;451
2012-05-05;432
2012-05-06;412
2012-05-07;400
2012-05-08;392
2012-05-09;384
2012-05-10;388
2012-05-11;385
2012-05-12;368
2012-05-13;357
2012-05-14;338
2012-05-15;322
2012-05-16;318
2012-05-17;315
2012-05-18;305
2012-05-19;285
2012-05-20;284
2012-05-21;297
2012-05-22;300
2012-05-23;290
2012-05-24;286
2012-05-25;290
2012-05-26;297
2012-05-27;296
2012-05-28;286
2012-05-29;288
2012-05-30;312
2012-05-31;314
2012-06-01;313
2012-06-02;309
2012-06-03;295
2012-06-04;281
2012-06-05;277
2012-06-06;270
2012-06-07;255
2012-06-08;253
2012-06-09;247
2012-06-10;249
2012-06-11;252
2012-06-12;256
2012-06-13;269
2012-06-14;280
2012-06-15;307
2012-06-16;318
2012-06-17;314
2012-06-18;289
2012-06-19;278
2012-06-20;273
2012-06-21;271
2012-06-22;266
2012-06-23;265
2012-06-24;263
2012-06-25;258
2012-06-26;257
2012-06-27;255
2012-06-28;249
2012-06-29;241
2012-06-30;235
2012-07-01;241
2012-07-02;254
2012-07-03;257
2012-07-04;258
2012-07-05;260
2012-07-06;265
2012-07-07;286
2012-07-08;305
2012-07-09;306
2012-07-10;296
2012-07-11;280
2012-07-12;271
2012-07-13;267
2012-07-14;261
2012-07-15;259
2012-07-16;263
2012-07-17;265
2012-07-18;261
2012-07-19;256
2012-07-20;254
2012-07-21;252
2012-07-22;251
2012-07-23;251
2012-07-24;251
2012-07-25;252
2012-07-26;253
2012-07-27;254
2012-07-28;257
2012-07-29;293
2012-07-30;365
2012-07-31;371
2012-08-01;359
2012-08-02;336
2012-08-03;330
2012-08-04;324
2012-08-05;319
2012-08-06;313
2012-08-07;309
2012-08-08;284
2012-08-09;275
2012-08-10;269
2012-08-11;260
2012-08-12;257
2012-08-13;282
2012-08-14;305
2012-08-15;330
2012-08-16;342
2012-08-17;330
2012-08-18;315
2012-08-19;312
2012-08-20;321
2012-08-21;319
2012-08-22;306
2012-08-23;307
2012-08-24;357
2012-08-25;375
2012-08-26;382
2012-08-27;387
2012-08-28;382
2012-08-29;366
2012-08-30;358
2012-08-31;366
2012-09-01;371
2012-09-02;371
2012-09-03;357
2012-09-04;360
2012-09-05;375
2012-09-06;385
2012-09-07;396
2012-09-08;434
2012-09-09;455
2012-09-10;469
2012-09-11;481
2012-09-12;496
2012-09-13;496
2012-09-14;472
2012-09-15;451
2012-09-16;436
2012-09-17;419
2012-09-18;415
2012-09-19;435
2012-09-20;460
2012-09-21;462
2012-09-22;444
2012-09-23;426
2012-09-24;404
2012-09-25;395
2012-09-26;389
2012-09-27;387
2012-09-28;386
2012-09-29;385
2012-09-30;381
2012-10-01;367
2012-10-02;369
2012-10-03;372
2012-10-04;374
2012-10-05;377
2012-10-06;371
2012-10-07;362
2012-10-08;351
2012-10-09;345
2012-10-10;343
2012-10-11;343
2012-10-12;343
2012-10-13;343
2012-10-14;345
2012-10-15;347
2012-10-16;356
2012-10-17;378
2012-10-18;379
2012-10-19;379
2012-10-20;378
2012-10-21;374
2012-10-22;362
2012-10-23;344
2012-10-24;342
2012-10-25;337
2012-10-26;334
2012-10-27;331
2012-10-28;328
2012-10-29;322
2012-10-30;315
2012-10-31;307
2012-11-01;296
2012-11-02;289
2012-11-03;281
2012-11-04;278
2012-11-05;273
2012-11-06;268
2012-11-07;267
2012-11-08;275
2012-11-09;279
2012-11-10;282
2012-11-11;282
2012-11-12;281
2012-11-13;278
2012-11-14;275
2012-11-15;274
2012-11-16;278
2012-11-17;280
2012-11-18;280
2012-11-19;283
2012-11-20;286
2012-11-21;281
2012-11-22;279
2012-11-23;276
2012-11-24;274
2012-11-25;271
2012-11-26;266
2012-11-27;263
2012-11-28;262
2012-11-29;264
2012-11-30;270
2012-12-01;279
2012-12-02;270
2012-12-03;249
2012-12-04;248
2012-12-05;247
2012-12-06;250
2012-12-07;263
2012-12-08;268
2012-12-09;327
2012-12-10;337
2012-12-11;377
2012-12-12;377
2012-12-13;382
2012-12-14;385
2012-12-15;385
2012-12-16;417
2012-12-17;426
2012-12-18;417
2012-12-19;410
2012-12-20;408
2012-12-21;410
2012-12-22;412
2012-12-23;415
2012-12-24;420
2012-12-25;427
2012-12-26;433
2012-12-27;429
2012-12-28;427
2012-12-29;426
2012-12-30;426
2012-12-31;426
2013-01-01;426
2013-01-02;426
2013-01-03;426
2013-01-04;426
2013-01-05;425
2013-01-06;424
2013-01-07;422
2013-01-08;422
2013-01-09;421
2013-01-10;419
2013-01-11;416
2013-01-12;413
2013-01-13;410
2013-01-14;401
2013-01-15;394
2013-01-16;394
2013-01-17;389
2013-01-18;386
2013-01-19;383
2013-01-20;382
2013-01-21;380
2013-01-22;379
2013-01-23;377
2013-01-24;376
2013-01-25;375
2013-01-26;370
2013-01-27;371
2013-01-28;372
2013-01-29;373
2013-01-30;374
2013-01-31;375
2013-02-01;378
2013-02-02;376
2013-02-03;373
2013-02-04;373
2013-02-05;374
2013-02-06;374
2013-02-07;376
2013-02-08;376
2013-02-09;377
2013-02-10;378
2013-02-11;376
2013-02-12;376
2013-02-13;376
2013-02-14;375
2013-02-15;374
2013-02-16;374
2013-02-17;376
2013-02-18;377
2013-02-19;378
2013-02-20;377
2013-02-21;378
2013-02-22;377
2013-02-23;371
2013-02-24;367
2013-02-25;362
2013-02-26;362
2013-02-27;361
2013-02-28;361
2013-03-01;359
2013-03-02;359
2013-03-03;360
2013-03-04;360
2013-03-05;359
2013-03-06;359
2013-03-07;359
2013-03-08;360
2013-03-09;360
2013-03-10;361
2013-03-11;361
2013-03-12;357
2013-03-13;357
2013-03-14;361
2013-03-15;365
2013-03-16;359
2013-03-17;351
2013-03-18;346
2013-03-19;348
2013-03-20;352
2013-03-21;365
2013-03-22;366
2013-03-23;356
2013-03-24;344
2013-03-25;342
2013-03-26;341
2013-03-27;341
2013-03-28;365
2013-03-29;367
2013-03-30;360
2013-03-31;355
2013-04-01;354
2013-04-02;353
2013-04-03;356
2013-04-04;368
2013-04-05;370
2013-04-06;366
2013-04-07;363
2013-04-08;361
2013-04-09;362
2013-04-10;377
2013-04-11;380
2013-04-12;381
2013-04-13;384
2013-04-14;382
2013-04-15;370
2013-04-16;371
2013-04-17;375
2013-04-18;384
2013-04-19;376
2013-04-20;371
2013-04-21;379
2013-04-22;398
2013-04-23;402
2013-04-24;407
2013-04-25;404
2013-04-26;386
2013-04-27;380
2013-04-28;372
2013-04-29;363
2013-04-30;375
2013-05-01;388
2013-05-02;397
2013-05-03;401
2013-05-04;403
2013-05-05;407
2013-05-06;380
2013-05-07;353
2013-05-08;340
2013-05-09;335
2013-05-10;336
2013-05-11;339
2013-05-12;353
2013-05-13;394
2013-05-14;425
2013-05-15;437
2013-05-16;452
2013-05-17;497
2013-05-18;498
2013-05-19;482
2013-05-20;455
2013-05-21;442
2013-05-22;422
2013-05-23;425
2013-05-24;439
2013-05-25;443
2013-05-26;435
2013-05-27;405
2013-05-28;410
2013-05-29;440
2013-05-30;455
2013-05-31;469
2013-06-01;482
2013-06-02;522
2013-06-03;582
2013-06-04;618
2013-06-05;644
2013-06-06;651
2013-06-07;648
2013-06-08;641
2013-06-09;590
2013-06-10;497
2013-06-11;447
2013-06-12;425
2013-06-13;422
2013-06-14;420
2013-06-15;415
2013-06-16;401
2013-06-17;394
2013-06-18;432
2013-06-19;485
2013-06-20;515
2013-06-21;521
2013-06-22;512
2013-06-23;501
2013-06-24;467
2013-06-25;417
2013-06-26;382
2013-06-27;369
2013-06-28;366
2013-06-29;360
2013-06-30;345
2013-07-01;340
2013-07-02;340
2013-07-03;339
2013-07-04;336
2013-07-05;332
2013-07-06;330
2013-07-07;314
2013-07-08;291
2013-07-09;293
2013-07-10;327
2013-07-11;377
2013-07-12;400
2013-07-13;439
2013-07-14;455
2013-07-15;476
2013-07-16;463
2013-07-17;439
2013-07-18;408
2013-07-19;375
2013-07-20;365
2013-07-21;373
2013-07-22;420
2013-07-23;467
2013-07-24;522
2013-07-25;572
2013-07-26;597
2013-07-27;617
2013-07-28;630
2013-07-29;632
2013-07-30;610
2013-07-31;576
2013-08-01;560
2013-08-02;597
2013-08-03;641
2013-08-04;675
2013-08-05;693
2013-08-06;710
2013-08-07;730
2013-08-08;738
2013-08-09;747
2013-08-10;762
2013-08-11;763
2013-08-12;770
2013-08-13;787
2013-08-14;804
2013-08-15;803
2013-08-16;792
2013-08-17;780
2013-08-18;778
2013-08-19;781
2013-08-20;789
2013-08-21;800
2013-08-22;807
2013-08-23;818
2013-08-24;817
2013-08-25;808
2013-08-26;787
2013-08-27;762
2013-08-28;726
2013-08-29;677
2013-08-30;650
2013-08-31;632
2013-09-01;617
2013-09-02;605
2013-09-03;590
2013-09-04;580
2013-09-05;565
2013-09-06;552
2013-09-07;540
2013-09-08;532
2013-09-09;530
2013-09-10;528
2013-09-11;528
2013-09-12;527
2013-09-13;527
2013-09-14;527
2013-09-15;526
2013-09-16;522
2013-09-17;523
2013-09-18;528
2013-09-19;535
2013-09-20;549
2013-09-21;576
2013-09-22;622
2013-09-23;576
2013-09-24;458
2013-09-25;442
2013-09-26;437
2013-09-27;463
2013-09-28;513
2013-09-29;545
2013-09-30;545
2013-10-01;524
2013-10-02;513
2013-10-03;494
2013-10-04;486
2013-10-05;472
2013-10-06;462
2013-10-07;455
2013-10-08;454
2013-10-09;448
2013-10-10;445
2013-10-11;442
2013-10-12;440
2013-10-13;437
2013-10-14;436
2013-10-15;436
2013-10-16;431
2013-10-17;405
2013-10-18;362
2013-10-19;346
2013-10-20;341
2013-10-21;330
2013-10-22;316
2013-10-23;292
2013-10-24;281
2013-10-25;276
2013-10-26;272
2013-10-27;267
2013-10-28;276
2013-10-29;290
2013-10-30;291
2013-10-31;280
2013-11-01;274
2013-11-02;268
2013-11-03;266
2013-11-04;263
2013-11-05;261
2013-11-06;265
2013-11-07;277
2013-11-08;284
2013-11-09;287
2013-11-10;287
2013-11-11;255
2013-11-12;246
2013-11-13;238
2013-11-14;232
2013-11-15;230
2013-11-16;228
2013-11-17;235
2013-11-18;250
2013-11-19;250
2013-11-20;250
2013-11-21;253
2013-11-22;262
2013-11-23;273
2013-11-24;278
2013-11-25;284
2013-11-26;278
2013-11-27;272
2013-11-28;271
2013-11-29;270
2013-11-30;269
2013-12-01;267
2013-12-02;272
2013-12-03;288
2013-12-04;294
2013-12-05;293
2013-12-06;296
2013-12-07;315
2013-12-08;322
2013-12-09;343
2013-12-10;356
2013-12-11;359
2013-12-12;353
2013-12-13;335
2013-12-14;327
2013-12-15;329
2013-12-16;352
2013-12-17;373
2013-12-18;387
2013-12-19;389
2013-12-20;396
2013-12-21;400
2013-12-22;397
2013-12-23;397
2013-12-24;410
2013-12-25;413
2013-12-26;415
2013-12-27;417
2013-12-28;420
2013-12-29;422
2013-12-30;422
2013-12-31;422
2014-01-01;422
2014-01-02;419
2014-01-03;417
2014-01-04;414
2014-01-05;410
2014-01-06;410
2014-01-07;413
2014-01-08;416
2014-01-09;427
2014-01-10;441
2014-01-11;476
2014-01-12;471
2014-01-13;469
2014-01-14;467
2014-01-15;466
2014-01-16;476
2014-01-17;486
2014-01-18;491
2014-01-19;491
2014-01-20;466
2014-01-21;466
2014-01-22;464
2014-01-23;463
2014-01-24;463
2014-01-25;454
2014-01-26;443
2014-01-27;439
2014-01-28;436
2014-01-29;434
2014-01-30;432
2014-01-31;429
2014-02-01;427
2014-02-02;429
2014-02-03;430
2014-02-04;430
2014-02-05;429
2014-02-06;429
2014-02-07;431
2014-02-08;432
2014-02-09;432
2014-02-10;434
2014-02-11;431
2014-02-12;429
2014-02-13;428
2014-02-14;426
2014-02-15;425
2014-02-16;425
2014-02-17;424
2014-02-18;425
2014-02-19;425
2014-02-20;425
2014-02-21;424
2014-02-22;424
2014-02-23;424
2014-02-24;423
2014-02-25;423
2014-02-26;421
2014-02-27;423
2014-02-28;423
2014-03-01;421
2014-03-02;421
2014-03-03;421
2014-03-04;421
2014-03-05;421
2014-03-06;419
2014-03-07;419
2014-03-08;418
2014-03-09;418
2014-03-10;418
2014-03-11;420
2014-03-12;421
2014-03-13;421
2014-03-14;421
2014-03-15;421
2014-03-16;421
2014-03-17;421
2014-03-18;416
2014-03-19;416
2014-03-20;416
2014-03-21;406
2014-03-22;401
2014-03-23;396
2014-03-24;391
2014-03-25;391
2014-03-26;391
2014-03-27;404
2014-03-28;406
2014-03-29;406
2014-03-30;406
2014-03-31;405
2014-04-01;411
2014-04-02;417
2014-04-03;418
2014-04-04;420
2014-04-05;420
2014-04-06;421
2014-04-07;422
2014-04-08;423
2014-04-09;423
2014-04-10;426
2014-04-11;429
2014-04-12;430
2014-04-13;434
2014-04-14;447
2014-04-15;469
2014-04-16;485
2014-04-17;496
2014-04-18;482
2014-04-19;452
2014-04-20;427
2014-04-21;407
2014-04-22;387
2014-04-23;356
2014-04-24;287
2014-04-25;268
2014-04-26;264
2014-04-27;270
2014-04-28;282
2014-04-29;295
2014-04-30;313
2014-05-01;317
2014-05-02;319
2014-05-03;324
2014-05-04;324
2014-05-05;320
2014-05-06;328
2014-05-07;331
2014-05-08;335
2014-05-09;327
2014-05-10;297
2014-05-11;262
2014-05-12;252
2014-05-13;259
2014-05-14;273
2014-05-15;276
2014-05-16;278
2014-05-17;284
2014-05-18;297
2014-05-19;307
2014-05-20;307
2014-05-21;304
2014-05-22;299
2014-05-23;294
2014-05-24;288
2014-05-25;284
2014-05-26;285
2014-05-27;294
2014-05-28;305
2014-05-29;328
2014-05-30;394
2014-05-31;403
2014-06-01;416
2014-06-02;428
2014-06-03;419
2014-06-04;407
2014-06-05;397
2014-06-06;397
2014-06-07;395
2014-06-08;393
2014-06-09;390
2014-06-10;385
2014-06-11;407
2014-06-12;432
2014-06-13;445
2014-06-14;447
2014-06-15;414
2014-06-16;352
2014-06-17;330
2014-06-18;310
2014-06-19;298
2014-06-20;281
2014-06-21;270
2014-06-22;260
2014-06-23;254
2014-06-24;245
2014-06-25;237
2014-06-26;231
2014-06-27;232
2014-06-28;233
2014-06-29;234
2014-06-30;235
2014-07-01;241
2014-07-02;250
2014-07-03;250
2014-07-04;250
2014-07-05;250
2014-07-06;254
2014-07-07;270
2014-07-08;279
2014-07-09;307
2014-07-10;351
2014-07-11;356
2014-07-12;355
2014-07-13;350
2014-07-14;343
2014-07-15;337
2014-07-16;330
2014-07-17;320
2014-07-18;306
2014-07-19;298
2014-07-20;288
2014-07-21;283
2014-07-22;274
2014-07-23;265
2014-07-24;281
2014-07-25;346
2014-07-26;417
2014-07-27;462
2014-07-28;488
2014-07-29;492
2014-07-30;452
2014-07-31;415
2014-08-01;397
2014-08-02;362
2014-08-03;401
2014-08-04;467
2014-08-05;494
2014-08-06;502
2014-08-07;502
2014-08-08;501
2014-08-09;493
2014-08-10;476
2014-08-11;461
2014-08-12;437
2014-08-13;413
2014-08-14;392
2014-08-15;374
2014-08-16;361
2014-08-17;350
2014-08-18;342
2014-08-19;332
2014-08-20;324
2014-08-21;319
2014-08-22;312
2014-08-23;307
2014-08-24;306
2014-08-25;296
2014-08-26;281
2014-08-27;278
2014-08-28;275
2014-08-29;271
2014-08-30;269
2014-08-31;267
2014-09-01;264
2014-09-02;259
2014-09-03;258
2014-09-04;257
2014-09-05;256
2014-09-06;254
2014-09-07;253
2014-09-08;252
2014-09-09;250
2014-09-10;245
2014-09-11;242
2014-09-12;240
2014-09-13;239
2014-09-14;234
2014-09-15;232
2014-09-16;235
2014-09-17;249
2014-09-18;253
2014-09-19;253
2014-09-20;252
2014-09-21;253
2014-09-22;257
2014-09-23;265
2014-09-24;263
2014-09-25;261
2014-09-26;256
2014-09-27;244
2014-09-28;230
2014-09-29;229
2014-09-30;227
2014-10-01;227
2014-10-02;227
2014-10-03;227
2014-10-04;226
2014-10-05;226
2014-10-06;226
2014-10-07;226
2014-10-08;226
2014-10-09;226
2014-10-10;226
2014-10-11;226
2014-10-12;226
2014-10-13;226
2014-10-14;226
2014-10-15;226
2014-10-16;226
2014-10-17;226
2014-10-18;226
2014-10-19;225
2014-10-20;220
2014-10-21;222
2014-10-22;223
2014-10-23;223
2014-10-24;223
2014-10-25;226
2014-10-26;229
2014-10-27;230
2014-10-28;232
2014-10-29;232
2014-10-30;230
2014-10-31;227
2014-11-01;225
2014-11-02;225
2014-11-03;223
2014-11-04;221
2014-11-05;221
2014-11-06;219
2014-11-07;214
2014-11-08;211
2014-11-09;210
2014-11-10;210
2014-11-11;209
2014-11-12;209
2014-11-13;208
2014-11-14;207
2014-11-15;207
2014-11-16;205
2014-11-17;204
2014-11-18;201
2014-11-19;203
2014-11-20;206
2014-11-21;208
2014-11-22;210
2014-11-23;220
2014-11-24;233
2014-11-25;237
2014-11-26;235
2014-11-27;235
2014-11-28;238
2014-11-29;273
2014-11-30;307
2014-12-01;287
2014-12-02;282
2014-12-03;277
2014-12-04;277
2014-12-05;282
2014-12-06;282
2014-12-07;282
2014-12-08;282
2014-12-09;282
2014-12-10;282
2014-12-11;282
2014-12-12;282
2014-12-13;281
2014-12-14;280
2014-12-15;280
2014-12-16;279
2014-12-17;279
2014-12-18;278
2014-12-19;277
2014-12-20;276
2014-12-21;275
2014-12-22;274
2014-12-23;274
2014-12-24;274
2014-12-25;274
2014-12-26;273
2014-12-27;273
2014-12-28;273
2014-12-29;273
2014-12-30;273
2014-12-31;273
2015-01-01;273
2015-01-02;272
2015-01-03;271
2015-01-04;271
2015-01-05;271
2015-01-06;268
2015-01-07;266
2015-01-08;263
2015-01-09;261
2015-01-10;261
2015-01-11;263
2015-01-12;263
2015-01-13;263
2015-01-14;263
2015-01-15;263
2015-01-16;263
2015-01-17;263
2015-01-18;263
2015-01-19;264
2015-01-20;265
2015-01-21;263
2015-01-22;266
2015-01-23;266
2015-01-24;265
2015-01-25;264
2015-01-26;264
2015-01-27;264
2015-01-28;266
2015-01-29;266
2015-01-30;266
2015-01-31;266
2015-02-01;266
2015-02-02;266
2015-02-03;265
2015-02-04;265
2015-02-05;264
2015-02-06;264
2015-02-07;267
2015-02-08;269
2015-02-09;270
2015-02-10;270
2015-02-11;270
2015-02-12;268
2015-02-13;267
2015-02-14;265
2015-02-15;265
2015-02-16;266
2015-02-17;267
2015-02-18;268
2015-02-19;268
2015-02-20;266
2015-02-21;266
2015-02-22;266
2015-02-23;267
2015-02-24;268
2015-02-25;268
2015-02-26;270
2015-02-27;270
2015-02-28;271
2015-03-01;271
2015-03-02;271
2015-03-03;271
2015-03-04;271
2015-03-05;270
2015-03-06;270
2015-03-07;270
2015-03-08;269
2015-03-09;269
2015-03-10;268
2015-03-11;268
2015-03-12;268
2015-03-13;270
2015-03-14;270
2015-03-15;271
2015-03-16;271
2015-03-17;271
2015-03-18;271
2015-03-19;271
2015-03-20;271
2015-03-21;272
2015-03-22;273
2015-03-23;273
2015-03-24;273
2015-03-25;273
2015-03-26;274
2015-03-27;275
2015-03-28;275
2015-03-29;275
2015-03-30;275
2015-03-31;276
2015-04-01;276
2015-04-02;276
2015-04-03;276
2015-04-04;277
2015-04-05;278
2015-04-06;278
2015-04-07;278
2015-04-08;278
2015-04-09;280
2015-04-10;280
2015-04-11;280
2015-04-12;281
2015-04-13;281
2015-04-14;282
2015-04-15;284
2015-04-16;287
2015-04-17;288
2015-04-18;288
2015-04-19;289
2015-04-20;289
2015-04-21;289
2015-04-22;298
2015-04-23;326
2015-04-24;340
2015-04-25;347
2015-04-26;328
2015-04-27;286
2015-04-28;285
2015-04-29;328
2015-04-30;332
2015-05-01;334
2015-05-02;336
2015-05-03;333
2015-05-04;319
2015-05-05;326
2015-05-06;335
2015-05-07;337
2015-05-08;334
2015-05-09;323
2015-05-10;316
2015-05-11;312
2015-05-12;309
2015-05-13;294
2015-05-14;286
2015-05-15;280
2015-05-16;276
2015-05-17;281
2015-05-18;306
2015-05-19;307
2015-05-20;306
2015-05-21;301
2015-05-22;287
2015-05-23;285
2015-05-24;291
2015-05-25;312
2015-05-26;307
2015-05-27;311
2015-05-28;322
2015-05-29;321
2015-05-30;319
2015-05-31;305
2015-06-01;288
2015-06-02;282
2015-06-03;317
2015-06-04;367
2015-06-05;407
2015-06-06;415
2015-06-07;387
2015-06-08;352
2015-06-09;340
2015-06-10;331
2015-06-11;326
2015-06-12;323
2015-06-13;322
2015-06-14;313
2015-06-15;307
2015-06-16;300
2015-06-17;294
2015-06-18;290
2015-06-19;285
2015-06-20;279
2015-06-21;273
2015-06-22;284
2015-06-23;287
2015-06-24;284
2015-06-25;278
2015-06-26;273
2015-06-27;271
2015-06-28;266
2015-06-29;264
2015-06-30;310
2015-07-01;339
2015-07-02;357
2015-07-03;352
2015-07-04;350
2015-07-05;387
2015-07-06;408
2015-07-07;405
2015-07-08;393
2015-07-09;377
2015-07-10;360
2015-07-11;346
2015-07-12;344
2015-07-13;339
2015-07-14;333
2015-07-15;322
2015-07-16;305
2015-07-17;291
2015-07-18;282
2015-07-19;272
2015-07-20;248
2015-07-21;245
2015-07-22;239
2015-07-23;237
2015-07-24;239
2015-07-25;244
2015-07-26;249
2015-07-27;249
2015-07-28;251
2015-07-29;255
2015-07-30;260
2015-07-31;263
2015-08-01;267
2015-08-02;271
2015-08-03;287
2015-08-04;310
2015-08-05;318
2015-08-06;316
2015-08-07;305
2015-08-08;296
2015-08-09;295
2015-08-10;343
2015-08-11;355
2015-08-12;355
2015-08-13;353
2015-08-14;352
2015-08-15;337
2015-08-16;323
2015-08-17;310
2015-08-18;299
2015-08-19;287
2015-08-20;280
2015-08-21;278
2015-08-22;276
2015-08-23;274
2015-08-24;271
2015-08-25;267
2015-08-26;266
2015-08-27;267
2015-08-28;267
2015-08-29;266
2015-08-30;260
2015-08-31;252
2015-09-01;248
2015-09-02;243
2015-09-03;240
2015-09-04;239
2015-09-05;237
2015-09-06;235
2015-09-07;234
2015-09-08;232
2015-09-09;232
2015-09-10;232
2015-09-11;231
2015-09-12;230
2015-09-13;227
2015-09-14;227
2015-09-15;227
2015-09-16;227
2015-09-17;228
2015-09-18;233
2015-09-19;237
2015-09-20;237
2015-09-21;230
2015-09-22;224
2015-09-23;224
2015-09-24;223
2015-09-25;223
2015-09-26;224
2015-09-27;224
2015-09-28;220
2015-09-29;221
2015-09-30;224
2015-10-01;225
2015-10-02;226
2015-10-03;228
2015-10-04;230
2015-10-05;230
2015-10-06;229
2015-10-07;230
2015-10-08;238
2015-10-09;244
2015-10-10;251
2015-10-11;254
2015-10-12;252
2015-10-13;247
2015-10-14;247
2015-10-15;247
2015-10-16;247
2015-10-17;247
2015-10-18;247
2015-10-19;245
2015-10-20;239
2015-10-21;236
2015-10-22;234
2015-10-23;233
2015-10-24;232
2015-10-25;226
2015-10-26;223
2015-10-27;222
2015-10-28;219
2015-10-29;211
2015-10-30;210
2015-10-31;211
2015-11-01;212
2015-11-02;210
2015-11-03;209
2015-11-04;207
2015-11-05;202
2015-11-06;207
2015-11-07;213
2015-11-08;213
2015-11-09;194
2015-11-10;189
2015-11-11;186
2015-11-12;184
2015-11-13;182
2015-11-14;180
2015-11-15;184
2015-11-16;192
2015-11-17;195
2015-11-18;183
2015-11-19;181
2015-11-20;178
2015-11-21;175
2015-11-22;175
2015-11-23;198
2015-11-24;222
2015-11-25;226
2015-11-26;238
2015-11-27;242
2015-11-28;244
2015-11-29;245
2015-11-30;245
2015-12-01;245
2015-12-02;246
2015-12-03;246
2015-12-04;246
2015-12-05;244
2015-12-06;243
2015-12-07;243
2015-12-08;243
2015-12-09;242
2015-12-10;242
2015-12-11;242
2015-12-12;240
2015-12-13;239
2015-12-14;237
2015-12-15;237
2015-12-16;236
2015-12-17;235
2015-12-18;235
2015-12-19;237
2015-12-20;238
2015-12-21;241
2015-12-22;240
2015-12-23;239
2015-12-24;239
2015-12-25;239
2015-12-26;239
2015-12-27;240
2015-12-28;241
2015-12-29;244
2015-12-30;246
2015-12-31;246
2016-01-01;246
2016-01-02;247
2016-01-03;249
2016-01-04;249
2016-01-05;249
2016-01-06;251
2016-01-07;251
2016-01-08;252
2016-01-09;253
2016-01-10;253
2016-01-11;255
2016-01-12;256
2016-01-13;256
2016-01-14;255
2016-01-15;255
2016-01-16;257
2016-01-17;260
2016-01-18;260
2016-01-19;259
2016-01-20;259
2016-01-21;259
2016-01-22;260
2016-01-23;261
2016-01-24;262
2016-01-25;262
2016-01-26;261
2016-01-27;262
2016-01-28;263
2016-01-29;264
2016-01-30;265
2016-01-31;266
2016-02-01;266
2016-02-02;265
2016-02-03;265
2016-02-04;265
2016-02-05;264
2016-02-06;264
2016-02-07;266
2016-02-08;268
2016-02-09;268
2016-02-10;267
2016-02-11;267
2016-02-12;267
2016-02-13;269
2016-02-14;271
2016-02-15;271
2016-02-16;269
2016-02-17;269
2016-02-18;268
2016-02-19;268
2016-02-20;267
2016-02-21;269
2016-02-22;270
2016-02-23;270
2016-02-24;272
2016-02-25;273
2016-02-26;275
2016-02-27;276
2016-02-28;277
2016-02-29;277
2016-03-01;275
2016-03-02;275
2016-03-03;274
2016-03-04;274
2016-03-05;274
2016-03-06;274
2016-03-07;275
2016-03-08;275
2016-03-09;276
2016-03-10;276
2016-03-11;277
2016-03-12;277
2016-03-13;277
2016-03-14;279
2016-03-15;280
2016-03-16;282
2016-03-17;282
2016-03-18;282
2016-03-19;281
2016-03-20;281
2016-03-21;281
2016-03-22;281
2016-03-23;281
2016-03-24;278
2016-03-25;276
2016-03-26;276
2016-03-27;280
2016-03-28;283
2016-03-29;284
2016-03-30;286
2016-03-31;288
2016-04-01;289
2016-04-02;290
2016-04-03;289
2016-04-04;289
2016-04-05;291
2016-04-06;292
2016-04-07;294
2016-04-08;295
2016-04-09;296
2016-04-10;296
2016-04-11;296
2016-04-12;298
2016-04-13;303
2016-04-14;303
2016-04-15;304
2016-04-16;306
2016-04-17;311
2016-04-18;312
2016-04-19;307
2016-04-20;276
2016-04-21;256
2016-04-22;254
2016-04-23;257
2016-04-24;274
2016-04-25;302
2016-04-26;305
2016-04-27;307
2016-04-28;352
2016-04-29;385
2016-04-30;372
2016-05-01;355
2016-05-02;335
2016-05-03;320
2016-05-04;322
2016-05-05;328
2016-05-06;330
2016-05-07;334
2016-05-08;345
2016-05-09;342
2016-05-10;330
2016-05-11;320
2016-05-12;312
2016-05-13;308
2016-05-14;306
2016-05-15;312
2016-05-16;337
2016-05-17;397
2016-05-18;422
2016-05-19;425
2016-05-20;417
2016-05-21;415
2016-05-22;402
2016-05-23;390
2016-05-24;386
2016-05-25;385
2016-05-26;385
2016-05-27;391
2016-05-28;362
2016-05-29;345
2016-05-30;337
2016-05-31;342
2016-06-01;370
2016-06-02;399
2016-06-03;392
2016-06-04;380
2016-06-05;371
2016-06-06;369
2016-06-07;360
2016-06-08;347
2016-06-09;344
2016-06-10;343
2016-06-11;345
2016-06-12;350
2016-06-13;362
2016-06-14;369
2016-06-15;367
2016-06-16;352
2016-06-17;342
2016-06-18;336
2016-06-19;332
2016-06-20;326
2016-06-21;321
2016-06-22;316
2016-06-23;310
2016-06-24;306
2016-06-25;317
2016-06-26;342
2016-06-27;412
2016-06-28;449
2016-06-29;472
2016-06-30;485
2016-07-01;487
2016-07-02;484
